Source,Target
fidos,bancada
bancada,senhoras
senhoras,senhores
senhores,verdade
verdade,precisa
precisa,orientação
orientação,sabe
sabe,deve
deve,fazer
fazer,sabe
sabe,presidente
presidente,cometeu
cometeu,crime
crime,responsabilidade
responsabilidade,lugar
lugar,julgar
julgar,votaremos
votaremos,impeachment
impeachment,chamo
chamo,pessoal
pessoal,senhor
senhor,presidente
presidente,senhoras
senhoras,senhores
senhores,deputados
deputados,primeiro
primeiro,lugar
lugar,queria
queria,saudar
saudar,valorosa
valorosa,combativa
combativa,ética
ética,bancada
bancada,pessol
pessol,votará
votará,unida
unida,sabe
sabe,valor
valor,democracia
democracia,honra
honra,representar
representar,momento
momento,quero
quero,dizer
dizer,revista
revista,semana
semana,publica
publica,matéria
matéria,intitulada
intitulada,recebeu
recebeu,propina
propina,deais
deais,vezes
vezes,delator
delator,continua
continua,balançando
balançando,pança
pança,comandando
comandando,massa
massa,segue
segue,orientação
orientação,casa
casa,espetáculo
espetáculo,deslegitima
deslegitima,processo
processo,impeachment
impeachment,degrada
degrada,conta
conta,apoio
apoio,parlamentares
parlamentares,governo
governo,oportunismo
oportunismo,cinismo
cinismo,direita
direita,permitiram
permitiram,chegasse
chegasse,pedido
pedido,impedimento
impedimento,presidente
presidente,crime
crime,responsabilidade
responsabilidade,dar
dar,questão
questão,contábil
contábil,pedaladas
pedaladas,fiscais
fiscais,povo
povo,sabe
sabe,tentar
tentar,caçá-la
caçá-la,conjunto
conjunto,obra
obra,pessoal
pessoal,partido
partido,oposição
oposição,esquerda
esquerda,cargos
cargos,benes
benes,governamenta
governamenta,denunciar
denunciar,curso
curso,ruptura
ruptura,democrático
democrático,direito
direito,golpe
golpe,institucional
institucional,feito
feito,tenebrosas
tenebrosas,transações
transações,grande
grande,capital
capital,golpistas
golpistas,fesp
fesp,partidos
partidos,oposição
oposição,conservadora
conservadora,embalados
embalados,grande
grande,mídia
mídia,brasileira
brasileira,querem
querem,entronizar
entronizar,presidência
presidência,república
república,poder
poder,temer
temer,teve
teve,Presidente
Presidente,tem
tem,intenções
intenções,voto
voto,rejeitam
rejeitam,querem
querem,impítima
impítima,verdade
verdade,assinou
assinou,pedaladas
pedaladas,fiscais
fiscais,presidente
presidente,temos
temos,retrocesso
retrocesso,liberd
liberd,direitos
direitos,civis
civis,comandadas
comandadas,reacionários
reacionários,apoiam
apoiam,proposta
proposta,neoliberal
neoliberal,economia
economia,fará
fará,felicidade
felicidade,banqueiros
banqueiros,etias
etias,sacrifícios
sacrifícios,classe
classe,trabalhadora
trabalhadora,brasileira
brasileira,trata
trata,passar
passar,farça
farça,governo
governo,ilegítimo
ilegítimo,credibilidade
credibilidade,tem
tem,pesadas
pesadas,acusações
acusações,lava
lava,jato
jato,pessoal
pessoal,quer
quer,punição
punição,corruptores
corruptores,chamo
chamo,senhor
senhor,presidente
presidente,senhoras
senhoras,senhores
senhores,deputados
deputados,momento
momento,vem
vem,homar
homar,momento
momento,momento
momento,favor
favor,Deputado
Deputado,Deputado
Deputado,momento
momento,repor
repor,tempo
tempo,peço
peço,respeito
respeito,orador
orador,respeitado
respeitado,anterior
anterior,repõe
repõe,tempo
tempo,favor
favor,senhor
senhor,presidente
presidente,senhoras
senhoras,senhores
senhores,deputados
deputados,venho
venho,peso
peso,representar
representar,partido
partido,momento
momento,pris
pris,conversas
conversas,votar
votar,destaco
destaco,membros
membros,membros
membros,partid
partid,Líder
Líder,estare
estare,votando
votando,votar
votar,membros
membros,conseguimos
conseguimos,terminar
terminar,conversa
conversa,deputado
deputado,respeitamos
respeitamos,posição
posição,votando
votando,votando
votando,senhor
senhor,presidente
presidente,venho
venho,dizer
dizer,admito
admito,diga
diga,há
há,golpe
golpe,constituição
constituição,brasileira
brasileira,artigo
artigo,legitima
legitima,sessão
sessão,artigo
artigo,legitima
legitima,posse
posse,vice-presidente
vice-presidente,teve
teve,mesmo
mesmo,número
número,voto
voto,principal
principal,candidata
candidata,vice-presidente
vice-presidente,apresentado
apresentado,chapa
chapa,apresentado
apresentado,momentos
momentos,crise
crise,momentos
momentos,necessário
necessário,vice-presidente
vice-presidente,ocupe
ocupe,cadeira
cadeira,Presidente
Presidente,há
há,golpe
golpe,garante
garante,respalda
respalda,ato
ato,venho
venho,senhor
senhor,presidente
presidente,representando
representando,frente
frente,parlamentar
parlamentar,evangélica
evangélica,lutado
lutado,casa
casa,agenda
agenda,esquerda
esquerda,quer
quer,destruir
destruir,família
família,brasileira
brasileira,temos
temos,deputados
deputados,aguerridos
aguerridos,venho
venho,homenagear
homenagear,bancada
bancada,Federais
Federais,exceção
exceção,deputada
deputada,Érica
Érica,cocai
cocai,favor
favor,golpe
golpe,favor
favor,venho
venho,senhor
senhor,presidente
presidente,homenagear
homenagear,quer
quer,senhor
senhor,presidente
presidente,quer
quer,impitma
impitma,venho
venho,dizer
dizer,senhoras
senhoras,senhores
senhores,rua
rua,garante
garante,ato
ato,golpe
golpe,sabe
sabe,aparecendo
aparecendo,negócio
negócio,golpe
golpe,golpe
golpe,golpe
golpe,golpe
golpe,golpe
golpe,golpe
golpe,aparecendo
aparecendo,sabe
sabe,diarreia
diarreia,verbal
verbal,suporta
suporta,suporta
suporta,decisão
decisão,negará
negará,decisão
decisão,respeitando
respeitando,deputado
deputado,deputado
deputado,deputado
deputado,histórico
histórico,nação
nação,respeitamos
respeitamos,posição
posição,lado
lado,apresenta
apresenta,igual
igual,fugir
fugir,reunião
reunião,fugir
fugir,sessão
sessão,virando
virando,costas
costas,população
população,brasileira
brasileira,impit
impit,Deputado
Deputado,permitido
permitido,tipo
tipo,crítica
crítica,opinião
opinião,citação
citação,sessão
sessão,normal
normal,gente
gente,possa
possa,dar
dar,direito
direito,debate
debate,pediria
pediria,citasse
citasse,tenho
tenho,dar
dar,minuto
minuto,deputado
deputado,parlamentares
parlamentares,parlamentares
parlamentares,reivindicam
reivindicam,direito
direito,resposta
resposta,deputada
deputada,Érica
Érica,citada
citada,discurso
discurso,líder
líder,deputada
deputada,falar
falar,minut
minut,segundos
segundos,cortar
cortar,segundos
segundos,dado
dado,país
país,ódio
ódio,querem
querem,destampar
destampar,lógica
lógica,intolerância
intolerância,lógica
lógica,fascista
fascista,recolhida
recolhida,peso
peso,custou
custou,brasileira
brasileira,brasileiras
brasileiras,venham
venham,dizer
dizer,tentar
tentar,rasgar
rasgar,constituição
constituição,respeitá-la
respeitá-la,tentar
tentar,rasgar
rasgar,constituição
constituição,quer
quer,implementar
implementar,golpe
golpe,tem
tem,democracia
democracia,suficie
suficie,forte
forte,dizer
dizer,traidores
traidores,fascistas
fascistas,usurpadores
usurpadores,direito
direito,poder
poder,maiores
maiores,rede
rede,chamo
chamo,rede
rede,videm
videm,gritos
gritos,favor
favor,impeach
impeach,presidente
presidente,ressaltar
ressaltar,deputados
deputados,contendo
contendo,imagens
imagens,parte
parte,acontecendo
acontecendo,manifestações
manifestações,favor
favor,pedido
pedido,impeach
impeach,polícia
polícia,militar
militar,manifestantes
manifestantes,posição
posição,favorável
favorável,tomada
tomada,maioria
maioria,direção
direção,Nacional
Nacional,rede
rede,bancada
bancada,tema
tema,razão
razão,liberada
liberada,parlamentar
parlamentar,vote
vote,acordo
acordo,consciência
consciência,defender
defender,posição
posição,pessoal
pessoal,contrária
contrária,impit
impit,quero
quero,lembrar
lembrar,unifica
unifica,rede
rede,julgamento
julgamento,justo
justo,sério
sério,apuradas
apuradas,denúncias
denúncias,recursos
recursos,ilícitos
ilícitos,eleições
eleições,passadas
passadas,ponto
ponto,senhor
senhor,presidente
presidente,unifica
unifica,certeza
certeza,gravidade
gravidade,poderia
poderia,presidido
presidido,deputado
deputado,réu
réu,corrupção
corrupção,réu
réu,lavagem
lavagem,dinheiro
dinheiro,prova
prova,mostra
mostra,acontecendo
acontecendo,ver
ver,combate
combate,corrupção
corrupção,tivesse
tivesse,coisa
coisa,ver
ver,combate
combate,corrupção
corrupção,processo
processo,deputado
deputado,processo
processo,tem
tem,ver
ver,chantagem
chantagem,atendida
atendida,levou
levou,vingança
vingança,rede
rede,apresentou
apresentou,reclamação
reclamação,conselho
conselho,ética
ética,pedindo
pedindo,deputado
deputado,caçado
caçado,dias
dias,passaram
passaram,marcados
marcados,recursos
recursos,manobras
manobras,renúncias
renúncias,substituições
substituições,conselho
conselho,ética
ética,casa
casa,troca
troca,relator
relator,abertura
abertura,indevida
indevida,dia
dia,impedir
impedir,funcionamento
funcionamento,ética
ética,depoimento
depoimento,tentativa
tentativa,mudança
mudança,mudar
mudar,composição
composição,ética
ética,pressões
pressões,ameaças
ameaças,evitar
evitar,caçado
caçado,pergunte
pergunte,tem
tem,ver
ver,processo
processo,impeachment
impeachment,coisas
coisas,ligadas
ligadas,senhoras
senhoras,senhores
senhores,acompanham
acompanham,casas
casas,verão
verão,verdade
verdade,caçado
caçado,prepara
prepara,casa
casa,contrapartida
contrapartida,prêmio
prêmio,liderado
liderado,processo
processo,impeachment
impeachment,poupado
poupado,caçado
caçado,lutar
lutar,preparado
preparado,casa
casa,impunidade
impunidade,deve
deve,combatida
combatida,processo
processo,impeach
impeach,esvaziar
esvaziar,lava-jato
lava-jato,excelências
excelências,apoiam
apoiam,apoiam
apoiam,razão
razão,acompanham
acompanham,casa
casa,verão
verão,decorrer
decorrer,tempo
tempo,quero
quero,terminar
terminar,senhor
senhor,presidente
presidente,dizendo
dizendo,seguinte
seguinte,medida
medida,grave
grave,desfazer
desfazer,decisão
decisão,eleitor
eleitor,desfazer
desfazer,urnas
urnas,construíram
construíram,tirar
tirar,eleito
eleito,mandato
mandato,pode
pode,feito
feito,situações
situações,excepcionais
excepcionais,previstas
previstas,processo
processo,impeachment
impeachment,há
há,parecer
parecer,relator
relator,responsabilidade
responsabilidade,provado
provado,decretos
decretos,abertura
abertura,crédito
crédito,suplementar
suplementar,violaram
violaram,lei
lei,orçamentária
orçamentária,atraso
atraso,repasses
repasses,constitui
constitui,operação
operação,crédito
crédito,jogo
jogo,defender
defender,governo
governo,maior
maior,defender
defender,democracia
democracia,direito
direito,povo
povo,brasileiro
brasileiro,escolher
escolher,governá-lo
governá-lo,casa
casa,casa
casa,pode
pode,escolher
escolher,governar
governar,poderia
poderia,escolhido
escolhido,parlamentarismo
parlamentarismo,escolheu
escolheu,presidencialismo
presidencialismo,há
há,respeitar
respeitar,decisão
decisão,urnas
urnas,crime
crime,responsabilidade
responsabilidade,ocorreu
ocorreu,fato
fato,senhor
senhor,presidente
presidente,escolher
escolher,entrar
entrar,história
história,disse
disse,há
há,verdade
verdade,tomei
tomei,decisão
decisão,entrar
entrar,história
história,seguiu
seguiu,consciência
consciência,soube
soube,colocar
colocar,pressões
pressões,ameaças
ameaças,chant
chant,promessas
promessas,coisa
coisa,seguir
seguir,consciência
consciência,deve
deve,juiz
juiz,processo
processo,juiz
juiz,justo
justo,acordo
acordo,consciência
consciência,move
move,processo
processo,lugar
lugar,entrar
entrar,história
história,move
move,processo
processo,porta
porta,quer
quer,entrar
entrar,Planalto
Planalto,porta
porta,frente
frente,rampa
rampa,eleitos
eleitos,Fundos
Fundos,traidores
traidores,digo
digo,impeach
impeach,defesa
defesa,democracia
democracia,obrigado
obrigado,chamo
chamo,Lembrando
Lembrando,partidos
partidos,t
t,liderança
liderança,tem
tem,tempo
tempo,semana
semana,minutos
minutos,som
som,senhores
senhores,deputados
deputados,senhoras
senhoras,deputadas
deputadas,rápido
rápido,quer
quer,assumir
assumir,poder
poder,tentando
tentando,assumir
assumir,poder
poder,partido
partido,coja
coja,repetir
repetir,tentando
tentando,assumir
assumir,poder
poder,partido
partido,canalha
canalha,saiu
saiu,saiu
saiu,bandido
bandido,ladrão
ladrão,ficou
ficou,canalha
canalha,devia
devia,preso
preso,país
país,país
país,bandido
bandido,homem
homem,devia
devia,est
est,cadeia
cadeia,quer
quer,tirar
tirar,mandado
mandado,mulher
mulher,honrada
honrada,mulher
mulher,digna
digna,disse
disse,repetir
repetir,oposição
oposição,tem
tem,moral
moral,tem
tem,ética
ética,agredir
agredir,presidente
presidente,líder
líder,tem
tem,moral
moral,homem
homem,limpo
limpo,processo
processo,desmoralizados
desmoralizados,fazer
fazer,maior
maior,delação
delação,premiada
premiada,mundo
mundo,levar
levar,reféns
reféns,mostrar
mostrar,ganharam
ganharam,mostrar
mostrar,confiram
confiram,placar
placar,confiram
confiram,começar
começar,Roraima
Roraima,anote
anote,democracia
democracia,tem
tem,voto
voto,anotem
anotem,placar
placar,ganhar
ganhar,votos
votos,gente
gente,tem
tem,voto
voto,temos
temos,votos
votos,temos
temos,votos
