#Sentença,Texto da Sentença,Polaridade,Subjetividade
432,Petrobras fundos pensão senhor presidente construir projeto construção tinha base ilusão insensata Levou ilusões quadro assustador senhoras senhores deputados,-0.8,1.0
433,incerteza gera ferozes divergências há certeza pode vagar rumo podemos assistir desmonte nação fazer país precisa voltar fazer sentido precisa encontrar rumo partir certeza devemos procurar caminho permita dar resposta anseios povo brasileiro míngua prestes cair desespero desesperança senhoras senhores deputados,0.0,0.0
434,sabemos reúne condições realizar tarefa faz transplante alma primeiro mandato advertida terríveis consequências atos quer dignado responder crítica prosseguindo arrogância marcha campanha senhor presidente sinais ruína estado brasileiro realidade podia apresentada pena fazê-la perder eleição acuada deu passo final decadência pessoal,0.0,1.0
435,prestando-se farça eleitoral lembra ouvi-la dizer bombar sabia país quebrado eleição esperava desemprego empresas fechando portas falta verba saúde pública mar lama tragédia população vive Continuará causa viver anos futuro,0.0,0.0
436,alguém inteiro,0.0,0.0
437,tirando insensíveis razão acredita peço faça pergunta acredita possa aguentar anos poder tem condições pessoais políticas dar novo rumo nação trazer esperança povo brasileiro cristal confiança quebrado possa recomposto volte ter respeito homens dests,0.0,0.0
438,p povo brasileiro dar basta insensatez saída primeiro passo construção novo protagonismo população brasileira manifesta ruas deixando povo manda,0.0,0.0
439,País instante,0.0,0.0
440,Senor,0.0,0.0
441,Presidente pessoas,0.0,0.0
442,ruas estados presentes,0.0,0.0
443,Jundiaí cidade fazendo presentes momento afastamento tem significado maior saída presidente incapaz mostra povo mostra época divórcio interesse população,0.0,0.0
444,interesse partidos políticos acabou meio horrores boa notícia temos ter coragem dar primeiro passo confiar homens,0.0,0.0
445,mulheres livres conscientes,0.0,0.0
446,mudando garantia seguir caminho assegura 3:26:47 futuro melhor senhor presidente voto aprovação pedido chama liderança governo último última liderança falar senhor presidente peço aumentar som senhor presidente senhoras,0.0,0.0
447,senhores parlamentares quis último inscrito,0.0,0.0
448,tarde,0.0,0.0
449,memorável plenário ulices falar partir telefonema mãe anos encantado cherubim falar imensidão,0.0,0.0
450,gente ruas 3:27:42 ruas falam acontecendo quero saudar imensidão gente acontecendo,0.0,0.0
451,Fortaleza capitais país tenho dúvida afirmar ruas golpe impit inteiro segundo lugar senhores parlamentares Quero dirigir vocês fundo alma expressar sentimento falas maioria sequer tratou relatório relator jova quero confessar coisa sei deputado presidente Comissão pensavam questão pedaladas tenho certeza discussão relatório relatório fadado apontar caminho golpe mortal democracia legalidade democrática,0.0,0.0
452,Constituição tenho menor dúvida relatório tem base jurídica sustentar decisão política caminho caminho buscar encontrar saída crise vivendo quero senhor presidente senhoras,-0.8,1.0
453,senhores parlamentares momento importante dizer temos compromisso povo brasileiro povo brasileiro,0.0,0.0
454,votou votou governadores pergunto será brasileiro votar governadores governadores desgastados deixar governar país assistindo tentativa eleitos voto popular quererem governar forma indireta voto popular valesse democracia expressão maior soberania quero dizer senhores senhores parlamentares democracias avançadas mundo posso aceitar vice-presidente,0.6,0.9
455,República capitane processo porte,0.0,0.0
456,papel vice-presidente articular presidente forma indireta ficar cadeira esperando assumir determina constituição tentativa coisa golpe,0.0,0.0
457,estado querem dar país democracia defendem liberdades país convencido,0.0,0.0
458,senhoras senhores parlamentares temos votos derrotar impeach temos Voto derrotar golpe expressar momento,0.0,0.0
459,jornais,0.0,0.0
460,estamparam vocês perceberam tem votos tenho dados mundo sabe,0.0,0.0
461,temos votos derrotar pitman exemplificar,0.0,0.0
462,dito exemplificar ver Meio paraa votos meio fim ir jogo país comprometido democracia legalidade democrática senhoras senhores parlamentares caçar presidenta assinou decretos decretos antecipou pagamento,0.0,0.0
463,benefícios sociais precisam Deputado joví decretos vice-presidente assinou governadores assinaram dizer governadores assinaram jogo decreto coisa quererem governar razão país eleitos ouvi deputados deputadas ouvi parlamentares falarem crise ética moral país tem crise ética moral maior instalada parlamento brasileiro tem crise maior maior moral ética maior,0.0,0.25
464,é crise moral crise gente quer passar país limpo primeiro passar limpo,0.0,0.25
465,câmara deputados limpo,0.0,0.0
466,senhor presidente senhoras,0.0,0.0
467,senhores parlamentares respeitei fiz pudesse dificultar diálogo presidente momento posso deixar olhando excelência fazer fazer consideração 3:33:26 excelência podia feito assinar ato abertura impeachment,0.0,0.0
468,sabe ficou caracterizado ato bom bom democracia podíamos tido desfecho convencio caminho excelência,0.0,0.0
469,pilotou gente refiro tem gente boa deputados tem história vocês podem pactuar legado vocês diferente golpistas querem dar golpe país momento possível querem vossas excelências querem tirar governo mulher honesta chegam falar governo presidente respeitei divergências respeite partido governo anos tirou brasileiros miséria ódio pode pode contaminar consciência coletiva pode contaminar geração deputados deputados,0.0,0.0
470,Deputado erundina ouvi discurso 3:34:44 geração demos vidas democracia demos vidas lutas construir país encruzilhada Encruzilhada saída buscar caminhos buscar caminos querem trilhar pergunto vossas excelências dirijo saída país entregar vice-presidente Será saída será botar vice-presidente,0.0,0.0
471,República,0.0,0.0
472,presidente casa será país sabe país mobilizado dizer não caminho querem custo aprovar chegamos,0.0,0.0
473,trabalhei dias convencido vencer,0.0,0.0
474,sabe quê tem gente discordam governo quero homenagear exemplo deputados rede fazendo oposição governo rendem canto sereia deram prego barra democracia democracia ancorar fazer gente saídas impasses vivendo quero,0.0,0.0
475,Presidente dizer coisa respeit voto brasileiros brasileira raiva pode motivo votar ó pode motivo votar razão maior questão ódio disseminaram país sociedade brasileira,0.0,0.0
476,Deputado vi gente conversas comigo votar desgastar país dividido povo ruas dig alto bons orgulho anos liderar governo mulher honrada mulher tem processo tramitando merece caçada voto popular querem governar espero ganhar eleição passemos líder casa concluindo fase orientação bancadas repórter habitar 3:37:20 teve fala relator,0.6,0.9
477,Deputado jova recomenda abertura processo impeachment presidente teve falas líderes partidos tem representação,0.0,0.0
478,Câmara liderança minoria liderança governo gente passar chamada nominal deputados,0.0,0.0
479,vão microfone falar abertura processo impeachment deput terá segundos fazer pronunciamento momento ausentes deputados pais fonte,0.0,0.0
480,perdão momento parlamentares fazem cantam hino nacional plenário início chamada nominal habitar registrando painel aponta presença deputados lembrando primeiro Deputado chamado votar deputado rima palavra deputado presidente Câmara favor favor gostaria gostaria primeiro lugar anunciar votação iniciarmos chamada local votação preservado deixasse caminho parlamentares chamados pudessem comparecer segundo lugar bancadas posicionasse chamada estado ordem alfabética chamasse primeiro estado aviso Qual próximo estado parlamentares pudessem ficar pediria senhoras,0.0,0.0
481,senhores parlamentares deixasse corredor,0.0,0.0
482,Liv parlamentares pudessem deslocar gente,0.0,0.0
483,atrasasse sugestão combinado líderes permitir votação torno segundos parlamentar temos impedir palavra parlamentar proferido voto ficar chamando bom senso cumprir combinado importante parlamentares levarem segundos levar tomando votos pediria vossas excelências tentassem cumprir gente pudesse fazer votação turno único parecer comissão especial destinada parecer denúncia senhora presidente república crime responsabilidade ofere senhores admissibilidade jurídica política acusação virtude,0.0,0.0
484,abertura créditos,0.0,0.0
485,suplementares decreto presidencial autorização congresso nacional inciso,0.0,0.0
486,artigo inciso artigo artigo contratação ilegal operações crédito lei artigo item consequente autorização instauração crime responsabilidade relator deputado fique esvaziado chamamento votação dar esclarecimentos votação nominal ostensiva feita estado região alternância chamado,0.0,0.0
487,estado região chamada nominal deputados estado ocorrerá ordem alfabética presidência fará chamada parlamentares votarão abstenção microfone localizado centro plenário forma possa identificar voto microfones tribunas desligados nome parlamentar aparecerá painel sai lugar casa comparecer chamadas,0.0,0.0
